"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1","@RexChapman LOL  Are you trying to tempt people to watch?  I've already voted for #BidenHarris2020 and I'm not sure¡­ https://t.co/MdZFtAjRUy",FALSE,2,"RexChapman",2020-10-22 23:59:59,TRUE,"1319427438330478592","1319428316395429894","324703658","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","LorLee1315",0,FALSE,FALSE,NA,NA
"2","@joshgl36 Already voted #BidenHarris2020, but I have to see the train wreck that is Trump.  That way I can troll th¡­ https://t.co/uh60mguYv3",FALSE,1,"joshgl36",2020-10-22 23:59:53,TRUE,"1319417594852577282","1319428291053473793","1291435066120441858","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","george_joncas",0,FALSE,FALSE,NA,NA
"3","Anybody watch Comey Rule on Showtime????  Very enlightening!!! #BidenHarris2020",FALSE,0,NA,2020-10-22 23:59:50,FALSE,NA,"1319428279854653448",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jodicoolpix",0,FALSE,FALSE,NA,NA
"4","@Acyn Not one lie!! #BidenHarris2020",FALSE,0,"Acyn",2020-10-22 23:59:48,FALSE,"1319404416894529537","1319428271801573377","16635277","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","libbyfrances",0,FALSE,FALSE,NA,NA
"5","I am choosing to spend my evening not stressing myself out. So I won¡¯t be waiting my energy on the debate. We all k¡­ https://t.co/ixfMI26fYw",FALSE,4,NA,2020-10-22 23:59:47,TRUE,NA,"1319428267443707905",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","amrice78",0,FALSE,FALSE,NA,NA
"6","#BidenCrimeFamiily #BidenHarris2020 Maybe you¡¯d like to come clean at the debate tonight?¡­ https://t.co/6UYBsfLsDM",FALSE,0,NA,2020-10-22 23:59:45,TRUE,NA,"1319428260804153355",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","GDMillertime",0,FALSE,FALSE,NA,NA
"7","Last week I cast my absentee ballot for @JoeBiden and @KamalaHarris. It was empowering and exciting! Please make su¡­ https://t.co/XGRsru7qXo",FALSE,3,NA,2020-10-22 23:59:43,TRUE,NA,"1319428252457369602",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","perennaking",0,FALSE,FALSE,NA,NA
"8","@TrumpWarRoom How much did you pay him to lie?  We know this game #BidenHarris2020",FALSE,0,"TrumpWarRoom",2020-10-22 23:59:39,FALSE,"1319424426140721153","1319428234535227392","1108472017144201216","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","LionHokies",0,FALSE,FALSE,NA,NA
"9","@Weinsteinlaw @fred_guttenberg @JoeBiden @KamalaHarris Voting early, in person, on Saturday!!! #BidenHarris2020",FALSE,1,"Weinsteinlaw",2020-10-22 23:59:30,FALSE,"1319413212870303751","1319428197973360640","22879254","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","PaulOutBox",0,FALSE,FALSE,NA,NA
"10","Even though presidential elections is a human thing, I do have a preferred candidate! It is time to restore sanity¡­ https://t.co/njvg97ZXjO",FALSE,17,NA,2020-10-22 23:59:30,TRUE,NA,"1319428196316696578",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BeagleClinton",1,FALSE,FALSE,NA,NA
