"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1","Sign of the times #election2020 https://t.co/emBw7OCmZe",FALSE,2,NA,2020-11-07 23:59:58,FALSE,NA,"1325226521158705152",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ShamiraGelbman",0,FALSE,FALSE,NA,NA
"2","Did 70 million really vote for #autocracy against #democracy? #TrumpFailed #Election2020 #PresidentBiden2020 
https://t.co/Hk40SghEcU",FALSE,0,NA,2020-11-07 23:59:58,FALSE,NA,"1325226520235925506",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","dudleydwrightly",0,FALSE,FALSE,NA,NA
"3","As an immigrant I can¡¯t tell you how big the sigh of relief I let out today was. 

4 years ago I cried and had pani¡­ https://t.co/Dbu5fgq6e0",FALSE,21,NA,2020-11-07 23:59:58,TRUE,NA,"1325226519967526912",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","YourLifeAfter25",1,FALSE,FALSE,NA,NA
"4","The Nasri/Drip Doctors day has finally been toppled for best time to be on Twitter. Timeline has been incredible si¡­ https://t.co/81TM6eIRp9",FALSE,0,NA,2020-11-07 23:59:57,TRUE,NA,"1325226515878043648",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","iampgreene",0,FALSE,FALSE,NA,NA
"5","Lmao ¡°fuck off¡± #ByeByeTrump  #BidenHarris2020  #Election2020 https://t.co/z8wt7McS3m",FALSE,0,NA,2020-11-07 23:59:57,FALSE,NA,"1325226515504705538",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JUANDAVID15",0,FALSE,FALSE,NA,NA
"6","A message to the folks who know that something ain't right with the #2020Election.
#StandBack #StandBy #Trump2020¡­ https://t.co/Pt2euYoMRE",FALSE,0,NA,2020-11-07 23:59:57,TRUE,NA,"1325226513906753536",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MrDaleMabry",0,FALSE,FALSE,NA,NA
"7","@paulsperry_ Please retweet if you believe the residents of heavily contested states should have to vote again.
#Election2020",FALSE,9,"paulsperry_",2020-11-07 23:59:56,FALSE,"1325226286894231552","1325226510421286914","739610364975808513","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","markiavelli_",3,FALSE,FALSE,NA,NA
"8","I¡¯m really glad #Election2020 was finally called, because my vow to not shower until we had a new president-elect w¡­ https://t.co/ouAUUWRojJ",FALSE,5,NA,2020-11-07 23:59:56,TRUE,NA,"1325226509716484097",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mycyanidetooth",1,FALSE,FALSE,NA,NA
"9","Perhaps now the many Republican politicians who loathed Trump privately but felt they were held hostage by him can¡­ https://t.co/d6CzPl2WKd",FALSE,64,NA,2020-11-07 23:59:54,TRUE,NA,"1325226503466962944",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","DelShores",2,FALSE,FALSE,NA,NA
"10","#Election2020, hey Donald - we¡¯ve got a message for you<U+0001F923><U+0001F923><U+0001F923><U+0001F923> https://t.co/T1pPwjaJ7o",FALSE,0,NA,2020-11-07 23:59:54,FALSE,NA,"1325226502502313984",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","glen_whitehill",0,FALSE,FALSE,NA,NA
"11","Trump, give it up. You lost!#Election2020",FALSE,1,NA,2020-11-07 23:59:53,FALSE,NA,"1325226500736643073",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","barbaramorrocco",0,FALSE,FALSE,NA,NA
"12","@paulsperry_ @realDonaldTrump @realDonaldTrump YOU¡¯RE FIRED!!! #FIRED #LoserTrump #Election2020<U+00A0> #BidenWins",FALSE,0,"paulsperry_",2020-11-07 23:59:52,FALSE,"1324208581168779264","1325226492708581376","739610364975808513","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rainyinportland",0,FALSE,FALSE,NA,NA
"13","great we got a sleepy old prick and a mix breed bitch for our new leaders time to sleep the next 4 years away !!!!¡­ https://t.co/BAsk49Ye4U",FALSE,5,NA,2020-11-07 23:59:52,TRUE,NA,"1325226492696141826",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","debbiespetfarm",0,FALSE,FALSE,NA,NA
"14","So perfectly fitting! #PresidentElectJoe #Election2020 #PackYourShitDon https://t.co/1ovjRlxO8B",FALSE,1,NA,2020-11-07 23:59:49,FALSE,NA,"1325226483888123906",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","FranBLam",0,FALSE,FALSE,NA,NA
"15","#PresidentElectJoe
#Election2020 
#Election2020results 

I am waiting for @realDonaldTrump to blame @BarackObama for losing.",FALSE,0,NA,2020-11-07 23:59:49,FALSE,NA,"1325226482625613826",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PSUPumpkins",0,FALSE,FALSE,NA,NA
"16","I live in Florida. There appears to be a warm front coming in from the Northeast. I think it's a collective sigh of relief. #Election2020",FALSE,3,NA,2020-11-07 23:59:48,FALSE,NA,"1325226479651856386",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MovieBlogger61",0,FALSE,FALSE,NA,NA
"17","¡°We are better off today than we were four years ago¡± - every #Trump supporter. 

¡°We are better off today than we¡­ https://t.co/kkv5GmWy1t",FALSE,0,NA,2020-11-07 23:59:48,TRUE,NA,"1325226477718220800",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","31point81",0,FALSE,FALSE,NA,NA
"18","Look at this guy with the pretentious name. It's like he doesn't understand or know that the modern @GOP is built o¡­ https://t.co/5jk3lgoUup",FALSE,0,NA,2020-11-07 23:59:48,TRUE,NA,"1325226476497563648",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","kdwilliams",0,FALSE,FALSE,NA,NA
"19","<U+2B52> I've seen this before, where the leftist media congratulate their presidential candidate only to be disappointed.¡­ https://t.co/Ep9KuzYLKr",FALSE,0,NA,2020-11-07 23:59:47,TRUE,NA,"1325226475616874496",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Alexios_Banda",0,FALSE,FALSE,NA,NA
"20","I am convinced that this is THE campaign vid that helped got @JoeBiden/@KamalaHarris to the White House.¡­ https://t.co/8FZCI1Eo2x",FALSE,3,NA,2020-11-07 23:59:46,TRUE,NA,"1325226470797701121",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","FanAnonymous38",1,FALSE,FALSE,NA,NA
"21","Well this aged well...
#Election2020 #Election2020results https://t.co/5HGpWCabl2",FALSE,0,NA,2020-11-07 23:59:46,FALSE,NA,"1325226469434470405",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Chelseayoung568",0,FALSE,FALSE,NA,NA
"22","Can y¡¯all imagine if we were outside outside?!?!? Like Pre-Rona times outside and this was going on?? The celebrati¡­ https://t.co/iKaIN985Uf",FALSE,1,NA,2020-11-07 23:59:46,TRUE,NA,"1325226467823906817",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Mr_MoneyMitch_1",0,FALSE,FALSE,NA,NA
"23","Tough conversation at the DeJoy household: 

Ania DeJoy: ""Papa, are you in trouble now?"" 

Louis DeJoy: ""Of course¡­ https://t.co/AbcfqLZ48V",FALSE,2,NA,2020-11-07 23:59:45,TRUE,NA,"1325226466259316737",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","DavidRygalski",0,FALSE,FALSE,NA,NA
"24","So, does this mean kids in foreign countries will be getting all the left over #MAGA 2020 t-shirts or....?¡­ https://t.co/RgkLdZTXSp",FALSE,0,NA,2020-11-07 23:59:44,TRUE,NA,"1325226462161547266",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","yourfavebword",0,FALSE,FALSE,NA,NA
"25","@paulsperry_ @realDonaldTrump @realDonaldTrump YOU¡¯RE FIRED!!! #FIRED #LoserTrump #Election2020<U+00A0> #BidenWins",FALSE,0,"paulsperry_",2020-11-07 23:59:44,FALSE,"1324416954862624774","1325226461196775424","739610364975808513","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rainyinportland",0,FALSE,FALSE,NA,NA
"26","i guess it¡¯s time to send a calling card #Election2020 https://t.co/jUAAVsDIOr",FALSE,1,NA,2020-11-07 23:59:44,FALSE,NA,"1325226460274188289",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JooGioo",0,FALSE,FALSE,NA,NA
"27","The entire world has just witnessed the biggest sham election in the world. Karma is waiting in wings. Democrats wi¡­ https://t.co/vdREJ5YIgs",FALSE,1,NA,2020-11-07 23:59:43,TRUE,NA,"1325226456012689408",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","picjo",0,FALSE,FALSE,NA,NA
"28","This is how democracy works. #CountEveryVote #MakeTrumpIrrelevantAgain #Election2020 #2020Elections¡­ https://t.co/qB0cj1eMrw",FALSE,0,NA,2020-11-07 23:59:42,TRUE,NA,"1325226452208508929",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","stoutyout",0,FALSE,FALSE,NA,NA
"29","Stop torturing yourself on Twitter and social media. Trump has an army of lawyers, there's an insane amount of scru¡­ https://t.co/7qopNmzX2u",FALSE,2,NA,2020-11-07 23:59:41,TRUE,NA,"1325226448383168512",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","midorimikan",0,FALSE,FALSE,NA,NA
"30","¡°I have more respect for a man who lets me know where he stands, even if he's wrong, than the one who comes up like¡­ https://t.co/jtXHyNCPmV",FALSE,410,NA,2020-11-07 23:59:41,TRUE,NA,"1325226447955496961",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Moazzam_Begg",112,FALSE,FALSE,NA,NA
