"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1","@JoeBiden #TRUMPPENCE2020
President Trump is making America great again.",FALSE,0,"JoeBiden",2020-10-06 23:57:03,FALSE,"1313612499263127552","1313629375275905024","939091","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","johnson77459158",0,FALSE,FALSE,NA,NA
"2","@realDonaldTrump The best stimulus is what @POTUS has done for 4 years: a working America!  #KAG2020 #TRUMPPENCE2020",FALSE,2,"realDonaldTrump",2020-10-06 23:56:56,FALSE,"1313624267842560000","1313629345639010304","25073877","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","LouiseJune18",0,FALSE,FALSE,NA,NA
"3","Thank God President Trump is recuperating he¡¯ll need his strength for the next 4 years #TrumpPence2020¡­ https://t.co/ZQqPYmClpm",FALSE,0,NA,2020-10-06 23:52:51,TRUE,NA,"1313628317317304320",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","yvette_elise",0,FALSE,FALSE,NA,NA
"4","@lynda_ferg @AllenLEllison @RepGregSteube @Jim_Jordan @RepDougCollins @RepKenBuck @RepMattGaetz @FlaDems Biden¡¯s be¡­ https://t.co/pjvDzY68Op",FALSE,1,"lynda_ferg",2020-10-06 23:48:20,TRUE,"1313611018023636992","1313627181650776066","771230978954006528","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","CitizenFirst5",0,FALSE,FALSE,NA,NA
"5","@MichelleObama @JoeBiden The Obama's enduring hypocrisy, cant hide their real feelings for the hapless Joe. They fo¡­ https://t.co/E2j0HMpc2s",FALSE,3,"MichelleObama",2020-10-06 23:44:41,TRUE,"1313468979189551104","1313626262858944512","409486555","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","OZ69stang",0,FALSE,FALSE,NA,NA
"6","@realDonaldTrump I voted early for #TrumpPence2020 of United States",FALSE,16,"realDonaldTrump",2020-10-06 23:38:01,FALSE,"1313624267842560000","1313624585515012096","25073877","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","unleashthetea",1,FALSE,FALSE,NA,NA
"7","Instead of being impartial, watch them be partisan and ultimately do #TrumpPence2020  a huge favor just like they d¡­ https://t.co/1O9XwdxHn1",FALSE,0,NA,2020-10-06 23:36:22,TRUE,NA,"1313624168240484354",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","DouglassFreder6",0,FALSE,FALSE,NA,NA
"8","Americans will show up and vote #FlipTheHouseRed #KeepSenateRed #TrumpPence2020 we stand with the Republican ticket¡­ https://t.co/G0wrGDtdGG",FALSE,0,NA,2020-10-06 23:34:49,TRUE,NA,"1313623780367888384",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","gaddzook",0,FALSE,FALSE,NA,NA
"9","Going for a run with my favorite long sleeve! #maga #4MoreYears #MakeAmericaGreatAgain #America #USA #TrumpPence2020 https://t.co/D34VfBHk1s",FALSE,0,NA,2020-10-06 23:30:50,FALSE,NA,"1313622778445094912",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","bri_views",0,FALSE,FALSE,NA,NA
"10","The president is fine and has proven that there are medications that stop this virus in its tracks!!¡­ https://t.co/PatqpqeJ4s",FALSE,0,NA,2020-10-06 23:27:16,TRUE,NA,"1313621878343446530",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mikezocchi123",0,FALSE,FALSE,NA,NA
"11","https://t.co/UWsx3CJRh7
#Trumphascovid #trumphascorona
#presidentialdebate #TrumpIsATraitor #melaniatapes¡­ https://t.co/DBaJufhF8D",FALSE,1,NA,2020-10-06 23:23:24,TRUE,NA,"1313620907538214913",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","markevanst",0,FALSE,FALSE,NA,NA
"12","@FLOTUS @SecretaryCarson @HUDgov I voted early for #TrumpPence2020 of United States",FALSE,4,"FLOTUS",2020-10-06 23:17:30,FALSE,"1313619154419802115","1313619419730448384","818876014390603776","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","unleashthetea",0,FALSE,FALSE,NA,NA
"13","@JoeBiden Hahaha, asshole, you had 47 years to do that, man. #Trump #Trump2020 #MAGA #KAG2020 #FourMoreYears #KAG #TrumpPence2020",FALSE,0,"JoeBiden",2020-10-06 23:16:35,FALSE,"1313585320353509381","1313619189966536705","939091","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","farb007",0,FALSE,FALSE,NA,NA
"14","https://t.co/2isM9I0JDY
#Trumphascovid #trumphascorona
#presidentialdebate #TrumpIsATraitor #melaniatapes¡­ https://t.co/mISytiV6mI",FALSE,0,NA,2020-10-06 23:11:34,TRUE,NA,"1313617925857738753",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","markevanst",0,FALSE,FALSE,NA,NA
