"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1","@SenSchumer <U+0001F44F><U+0001F44F><U+0001F44F><U+0001F44F><U+0001F44F>   Sounds perfect to many of us. 
#TrumpPence2020 
#VoteRED2020RemoveEveryDemocrat <U+0001F400>",FALSE,0,"SenSchumer",2020-09-28 23:59:59,FALSE,"1310230968423329792","1310731008744931328","17494010","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","68mustang90",0,FALSE,FALSE,NA,NA
"2","Under President Donald J. Trump, The U.S. Food &amp; Drug Administration approved a rapid  point-of-care test that uses¡­ https://t.co/ftAvqLEzBt",FALSE,0,NA,2020-09-28 23:58:16,TRUE,NA,"1310730575481692160",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KhrisDagam",0,FALSE,FALSE,NA,NA
"3","Tax Codes are where Lawyers and Accountants live and breath. They earn their keep by saving and protecting you from¡­ https://t.co/1itzgiFBrB",FALSE,0,NA,2020-09-28 23:56:25,TRUE,NA,"1310730111205945345",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","GeorgeBBock",0,FALSE,FALSE,NA,NA
"4","@thetalentscout Thank Michael!

#WalkAwayFromDemocrats

#WalkAwayFromJoe

#TrumpPence2020",FALSE,1,"thetalentscout",2020-09-28 23:54:00,FALSE,"1278717892960219136","1310729503589699587","23485514","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JHStY",1,FALSE,FALSE,NA,NA
"5","More Lies and a bigass chip on jd's shoulders!  <U+0001F6EB>Lol?
@realDonaldTrump <U+0001F1FA><U+0001F1F8><U+0001F31F><U+0001F54A><U+FE0F><U+0001F31F><U+0001F1FA><U+0001F1F8>#VoteBlueToSaveAmerica¡­ https://t.co/RY8Aj4rIBh",FALSE,0,NA,2020-09-28 23:53:40,TRUE,NA,"1310729418801909760",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","CJ2020D",0,FALSE,FALSE,NA,NA
"6","@realDonaldTrump My family loves you for all you do, we pray for you &amp; our VP. Both raised impeccable families can'¡­ https://t.co/chTkdSytr6",FALSE,0,"realDonaldTrump",2020-09-28 23:53:11,TRUE,"1310587471231582208","1310729300170207233","25073877","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","NickSantoro19",0,FALSE,FALSE,NA,NA
"7","Neither does @TheJuanWilliams. #TrumpPence2020 https://t.co/ZqcPox2Zyq",FALSE,0,NA,2020-09-28 23:50:06,FALSE,NA,"1310728523947020288",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","caligirl4MAGA",0,FALSE,FALSE,NA,NA
"8","Glorious ACB | Ep. 618 https://t.co/vXCjcWZVoB via @YouTube #ACBForScotus #FillTheSeatNOW #justice #LawAndOrder¡­ https://t.co/KDD2f0NPDE",FALSE,0,NA,2020-09-28 23:49:52,TRUE,NA,"1310728464933167104",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","CAblond1",1,FALSE,FALSE,NA,NA
"9","Our POTUS has done so much for our economy, and he¡¯s got BIG plans for the future of America! Make sure to listen i¡­ https://t.co/E8HOiT88Wd",FALSE,2,NA,2020-09-28 23:49:22,TRUE,NA,"1310728337514549248",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","cmahfouz",0,FALSE,FALSE,NA,NA
"10","@dbongino If you choose to leave California for Texas all we demand is that you check any far left afflictions at t¡­ https://t.co/MwQIbsCkQe",FALSE,0,"dbongino",2020-09-28 23:47:47,TRUE,"1310643306909642752","1310727937587580930","232901331","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ZSlantXPost_88",0,FALSE,FALSE,NA,NA
"11","Hey @thehill is this some of the new votes your talking about, the @GOP has out paced the @DNC all year in new vote¡­ https://t.co/OetVZGoLdp",FALSE,0,NA,2020-09-28 23:47:26,TRUE,NA,"1310727852120305664",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Subliminal73",0,FALSE,FALSE,NA,NA
"12","@NRA I am the #NRA and I am voting in person for #TrumpPence2020 and EVERY Republican on my Ballot! https://t.co/WhBF6YK6SA",FALSE,1,"NRA",2020-09-28 23:42:17,FALSE,"1310724634233450496","1310726554109042688","21829541","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","texanz34",0,FALSE,FALSE,NA,NA
"13","@mark_amro @ComfortablySmug 350M Americans saved and doing well. Thank you President Trump for superior leadership¡­ https://t.co/Zw9AHo6MXw",FALSE,0,"mark_amro",2020-09-28 23:41:30,TRUE,"1310722121430040577","1310726358222295040","786100707116154902","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ChrisRobinsSr",0,FALSE,FALSE,NA,NA
"14","@thehill Maybe Philadelphia, PA
#VoteRedToSaveAmerica2020 
#Trump2020LandslideVictory 
DONATE VOTE 
#TrumpPence2020¡­ https://t.co/XF1JBpkduB",FALSE,0,"thehill",2020-09-28 23:34:44,TRUE,"1310720711779127296","1310724654076657671","1917731","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Phillygp17G",0,FALSE,FALSE,NA,NA
"15","@realDonaldTrump I have work Election Day. Here¡¯s my absentee. #Trump2020 #TrumpLandslideVictory2020 #TrumpPence2020 https://t.co/Fs8lACqcJp",FALSE,0,"realDonaldTrump",2020-09-28 23:33:05,FALSE,NA,"1310724239146844161","25073877","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","EvelK01",0,FALSE,FALSE,NA,NA
