"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1","Countdown: 23 days til the election. 22 days, 11 hours, 25 minutes, 30 seconds until the beginning of the Election¡­ https://t.co/m3yge3LWLD",FALSE,0,NA,2020-10-11 23:59:32,TRUE,NA,"1315441937978187776",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","BoosterBow",0,FALSE,FALSE,NA,NA
"2","@realDonaldTrump @FoxNews Trump has no plan for COVID or healthcare. Trump won¡¯t release his taxes. Stop listening¡­ https://t.co/jG0XogNCbV",FALSE,0,"realDonaldTrump",2020-10-11 23:59:29,TRUE,"1315341383964610562","1315441925017796611","25073877","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","HeyNiceSweater",0,FALSE,FALSE,NA,NA
"3","THAT'S GREAT BUT ITS NOT OVER TILL IT'S OVER.  VOTE #BidenHarris2020 https://t.co/z9xk9aquGs",FALSE,3,NA,2020-10-11 23:59:27,FALSE,NA,"1315441916985696256",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Leahs_Ideas_Art",1,FALSE,FALSE,NA,NA
"4","Never mind the number of democrats who have voted already.

Vote! Ask your friends, family members, colleagues, acq¡­ https://t.co/am4N5H79X5",FALSE,0,NA,2020-10-11 23:59:04,TRUE,NA,"1315441822639026178",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","bala_aps",0,FALSE,FALSE,NA,NA
"5","@Tfort9 No anxiety attacks #BidenHarris2020",FALSE,1,"Tfort9",2020-10-11 23:58:59,FALSE,"1315346312670392325","1315441801394753537","796749579383406592","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ThePhightins33",0,FALSE,FALSE,NA,NA
"6","@realDonaldTrump you fired Dr. Fauci and yet you are using his quotes in your campaign ads!! #BidenHarris2020 #vote",FALSE,0,"realDonaldTrump",2020-10-11 23:58:51,FALSE,NA,"1315441766900920321","25073877","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DavidH51",0,FALSE,FALSE,NA,NA
"7","@joncoopertweets @realDonaldTrump Is there a colony on Mars yet? Have to leave the planet earth. Being a Republican¡­ https://t.co/EydJ1XPPcv",FALSE,0,"joncoopertweets",2020-10-11 23:58:51,TRUE,"1315250486111604739","1315441764422111234","27493883","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MinnieMouse535",0,FALSE,FALSE,NA,NA
"8","Beautiful. #2020Election #BidenHarris2020 #Democrats #DemocraticParty https://t.co/zIiXRL9LoP",FALSE,0,NA,2020-10-11 23:58:50,FALSE,NA,"1315441760684965888",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","jbradmusic",0,FALSE,FALSE,NA,NA
"9","@RAND_ELL @JoeBiden It¡¯s Extraordinary! #BidenHarris2020 #OrangeManBad",FALSE,2,"RAND_ELL",2020-10-11 23:58:49,FALSE,"1315437598538715136","1315441758927552518","257164416","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","ANXI8T",0,FALSE,FALSE,NA,NA
"10","Tax records show 200 entities funneled money to #Trump properties while reaping benefits from White House!! He is t¡­ https://t.co/lHEGF3r0x9",FALSE,1,NA,2020-10-11 23:58:45,TRUE,NA,"1315441742662041608",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","aditinfinite",1,FALSE,FALSE,NA,NA
