"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1","In case you were curious.
#VoteBiden #VOTE #BidenHarris2020  https://t.co/1RBGfdUsNm",FALSE,0,NA,2020-10-14 23:59:55,FALSE,NA,"1316529200040497152",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","stas_postowski",0,FALSE,FALSE,NA,NA
"2","EVERYONE needs to watch this special. We need to vote OUT racism, white supremacy, incompetence, and dictators. Tun¡­ https://t.co/lqJFUEaKrG",FALSE,4,NA,2020-10-14 23:59:53,TRUE,NA,"1316529190980681729",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","the_bravo_guru",1,FALSE,FALSE,NA,NA
"3","Never been more excited to vote and GOD I hope to never again be this excited to do so! Ballots dropped off at San¡­ https://t.co/asAEIQu7Ef",FALSE,9,NA,2020-10-14 23:59:53,TRUE,NA,"1316529189852385281",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","aryehnc",0,FALSE,FALSE,NA,NA
"4","Today, the Lake County Board of Elections received my ballot! They mailed them out on Oct 6th, I received it on Oct¡­ https://t.co/8nRsZ1Mq5y",FALSE,2,NA,2020-10-14 23:59:50,TRUE,NA,"1316529179307978752",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","JulieHarden",0,FALSE,FALSE,NA,NA
"5","https://t.co/5SwUdHJlpF Ty @MeidasTouch you¡¯re quick!! If you haven¡¯t followed @KevinlyFather and #MeidasTouch you¡¯¡­ https://t.co/WYhy1Gc7eB",FALSE,2,NA,2020-10-14 23:59:50,TRUE,NA,"1316529175671508992",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","johnis44",1,FALSE,FALSE,NA,NA
"6","@dbongino @khtravel53 #Trump2020 #BLM #obama #VoteRed #BidenHarris2020 #Blacklivesmatter #mikepence #Debates2020¡­ https://t.co/siETPxQgZP",FALSE,1,"dbongino",2020-10-14 23:59:48,TRUE,"1316516150130421762","1316529169665318913","232901331","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","InfamousOne13",0,FALSE,FALSE,NA,NA
"7","@realDonaldTrump @nypost That would be you and your Russian
ties. Trump for sale. #DumpTrump #BidenHarris2020",FALSE,0,"realDonaldTrump",2020-10-14 23:59:43,FALSE,"1316501350658707456","1316529147959803909","25073877","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","beliberalproud",0,FALSE,FALSE,NA,NA
"8","Ain¡¯t watching the liar POTUS #tRump watching #biden. #BidenHarris2020 https://t.co/8fnwLgHISq",FALSE,0,NA,2020-10-14 23:59:42,FALSE,NA,"1316529144365297676",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ScottinWV",0,FALSE,FALSE,NA,NA
"9","#ElectionInterference all to save #BidenHarris2020 https://t.co/mYkYi3XXt3",FALSE,0,NA,2020-10-14 23:59:41,FALSE,NA,"1316529140884008961",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Amorse08",0,FALSE,FALSE,NA,NA
"10","@chipfranklin NOW, if we could ONLY find a way to lock her out of the White House. #BidenHarris2020",FALSE,2,"chipfranklin",2020-10-14 23:59:32,FALSE,"1316527634361221120","1316529102115885057","48325671","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","lmhansford",0,FALSE,FALSE,NA,NA
"11","@MomJovi It isn't a voice it is more like a prolonged whine 
#BidenHarris2020 
#VoteBlueToSaveAmerica 
#DumpTrump2020 
#RIPRBG",FALSE,0,"MomJovi",2020-10-14 23:59:30,FALSE,"1316483158615846912","1316529093601615874","977706717906481152","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","GiovannaNardoz1",0,FALSE,FALSE,NA,NA
"12","VOTE DUMMIES!!!!!!!!! #BidenHarris2020 #TurnTexasBlue https://t.co/meYyjx91Gn",FALSE,1,NA,2020-10-14 23:59:27,FALSE,NA,"1316529079626207234",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rexpostfacto",1,FALSE,FALSE,NA,NA
"13","@realDonaldTrump Sorry, bud. Russia isn¡¯t gonna help you this time with these garbage email dumps. You and Putin ne¡­ https://t.co/NaWGePwKug",FALSE,0,"realDonaldTrump",2020-10-14 23:59:25,TRUE,"1316515656360099841","1316529073959702528","25073877","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","stephens_brad",0,FALSE,FALSE,NA,NA
"14","@TaranKillam I Will! #BidenHarris2020",FALSE,0,"TaranKillam",2020-10-14 23:59:18,FALSE,"1316528698279878657","1316529043479683072","53269717","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","dannykingdon",0,FALSE,FALSE,NA,NA
"15","Beautiful! Chills! #BidenHarris2020 #VoteBiden #VoteEarly https://t.co/2aYgG9szhZ",FALSE,0,NA,2020-10-14 23:59:17,FALSE,NA,"1316529037888622599",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","PatriciaAAlonzo",0,FALSE,FALSE,NA,NA
"16","Chileeee the ghetto <U+0001F62D><U+0001F62D>American politics is wayyyyy more interesting than Canadian politics!

#PoliticsLive #Canada¡­ https://t.co/nSUOxrWxXR",FALSE,0,NA,2020-10-14 23:59:14,TRUE,NA,"1316529028526989312",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AkuaxAsare",0,FALSE,FALSE,NA,NA
"17","A reminder to my fellow voters. In 2016 the Dems led amongst early voters and we all know how that turned out. 

Ke¡­ https://t.co/UNSHCQ7cRB",FALSE,1,NA,2020-10-14 23:59:13,TRUE,NA,"1316529020260044805",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","knahra1",0,FALSE,FALSE,NA,NA
"18","#Biden's tax plan:
Middle class gets a tax break.
Billionaires lose the huge tax cut Republicans gave them.
Trickle¡­ https://t.co/UNRva2dLs2",FALSE,2,NA,2020-10-14 23:59:11,TRUE,NA,"1316529015155548160",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Speak4Tomorrow",1,FALSE,FALSE,NA,NA
"19","@K_JeanPierre That ad literally brought me to tears. It truly depicts the beauty and diversity of America. Nina Sim¡­ https://t.co/j6FVqDRvUw",FALSE,15,"K_JeanPierre",2020-10-14 23:59:05,TRUE,"1316526324584984576","1316528989339561985","18533219","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","YsanneBueno",1,FALSE,FALSE,NA,NA
"20","President or adolescent? I¡¯m voting for a sentient adult, one who understands love and loss. Actually, I¡¯m voting f¡­ https://t.co/372WAbu4T8",FALSE,6,NA,2020-10-14 23:58:52,TRUE,NA,"1316528933467303936",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KandyceMitchell",0,FALSE,FALSE,NA,NA
"21","It should not be this hard to vote!!  The Blue wave will not be deterred! #BidenHarris2020 https://t.co/lSaMDMTmNy",FALSE,1,NA,2020-10-14 23:58:51,FALSE,NA,"1316528927939100673",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TragikJimmyJam",0,FALSE,FALSE,NA,NA
"22","@sautemaster1 @mallen2010 Hahahaha ¡°isn¡¯t allowed to campaign for Trump in her official capacity¡±. That¡¯s a good one.  #BidenHarris2020",FALSE,0,"sautemaster1",2020-10-14 23:58:43,FALSE,"1316528377587793922","1316528896985182208","248953576","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for i¦¯S</a>","logical_musings",0,FALSE,FALSE,NA,NA
"23","Hear that??????  #DemocratsAreDestroyingAmerica #BidenHarris2020 need to go https://t.co/Tt3Upb8VG3",FALSE,0,NA,2020-10-14 23:58:43,FALSE,NA,"1316528895395495936",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Gratefulval2",0,FALSE,FALSE,NA,NA
"24","#BidenHarris2020 #AmericaNeedsJoe ¡ª¡ª #FireTheLiar #VoteHimOut #VOTE<U+00A0><U+00A0><U+00A0>#VOTE<U+00A0><U+00A0><U+00A0>in overwhelming numbers #Vote<U+00A0><U+00A0>- OUR¡­ https://t.co/YtLnJGXgIu",FALSE,1,NA,2020-10-14 23:58:37,TRUE,NA,"1316528871215374337",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","1PublicOpinion",0,FALSE,FALSE,NA,NA
"25","@GeorgiaStateGOP stop sending me your trash!!! You guys know you have lost!! #BidenHarris2020 all the way!! https://t.co/HWcazBN05q",FALSE,0,"GeorgiaStateGOP",2020-10-14 23:58:37,FALSE,NA,"1316528870254956550","1174345393016123393","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","dustinangland",0,FALSE,FALSE,NA,NA
"26","""I don't see them screwing each other over for a goddamn percentage.""

This shit has got to stop.

But how?

Briefi¡­ https://t.co/nyV3FP1JM9",FALSE,0,NA,2020-10-14 23:58:35,TRUE,NA,"1316528863372029952",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RobertJWash",0,FALSE,FALSE,NA,NA
"27","You are like a cockroach- hard to corner and even harder to exterminate. Evil never dies but everything it touches¡­ https://t.co/7PVRwnhmiT",FALSE,1,NA,2020-10-14 23:58:30,TRUE,NA,"1316528843046387715",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Mollee22034034",0,FALSE,FALSE,NA,NA
"28","@realDonaldTrump Oh thanks for reminding me to go vote...
I did for #BidenHarris2020",FALSE,0,"realDonaldTrump",2020-10-14 23:58:21,FALSE,"1316229344923201538","1316528805046087680","25073877","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","phillyangelhd",0,FALSE,FALSE,NA,NA
"29","@realDonaldTrump As a proud Georgia voter I¡¯m voting #BidenHarris2020 to make America better!!!!",FALSE,1,"realDonaldTrump",2020-10-14 23:58:21,FALSE,"1316385654587170822","1316528805004144642","25073877","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DeeSchuster6",0,FALSE,FALSE,NA,NA
"30","@VolunteerMrs @JoeBiden @nypost <U+0001F1E8><U+0001F1E6><U+0001F602><U+0001F602><U+0001F602> Why? Because Roger Stone &amp; Rudy Giuluani came up with another bullsh *t sabot¡­ https://t.co/k0b5Wymzvj",FALSE,0,"VolunteerMrs",2020-10-14 23:58:16,TRUE,"1316518675365736449","1316528781524434946","1314682329173053441","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","jennydjld2019",0,FALSE,FALSE,NA,NA
"31","#BidenHarris2020 #BidenHarris #TrumpLies #TrumpVirus

¡°The president¡¯s aides appeared to be giving wealthy party do¡­ https://t.co/nSXdJrMBZL",FALSE,0,NA,2020-10-14 23:58:15,TRUE,NA,"1316528777619529730",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Xr_real",0,FALSE,FALSE,NA,NA
"32","Email reveals how Hunter Biden introduced Ukrainian biz man to dad https://t.co/jeZElGFPnh

#CrackheadHunter¡­ https://t.co/QSDa6wAtbI",FALSE,0,NA,2020-10-14 23:58:07,TRUE,NA,"1316528743805059078",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JJunglez",1,FALSE,FALSE,NA,NA
"33","@TeaPainUSA @JoeBiden Me too! NC here voting #BidenHarris2020!",FALSE,0,"TeaPainUSA",2020-10-14 23:58:04,FALSE,"1316414682140467200","1316528732425850880","2421067430","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MarianneDavy1",0,FALSE,FALSE,NA,NA
"34","@HerschelWalker @realDonaldTrump @POTUS GA here! #BidenHarris2020",FALSE,0,"HerschelWalker",2020-10-14 23:57:58,FALSE,"1316397024745488384","1316528709105577984","235839823","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MattPag49280859",0,FALSE,FALSE,NA,NA
"35","@MSNBC @SavannahGuthrie He sucked you in, too, huh? No one can tell him NO. Luckily the American people finally wil¡­ https://t.co/tDoKxp1cf7",FALSE,0,"MSNBC",2020-10-14 23:57:48,TRUE,"1316445376266858496","1316528664364740608","2836421","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JusticeisBlue",0,FALSE,FALSE,NA,NA
"36","@MSNBC @SavannahGuthrie I'll be watching Joe Bidens town hall on ABC at that time!  #BidenHarris2020",FALSE,7,"MSNBC",2020-10-14 23:57:46,FALSE,"1316445376266858496","1316528658325045252","2836421","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","JanetBronczyk",1,FALSE,FALSE,NA,NA
