"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1","Team #BIDENHARRIS2020!
Great time to chip in for <U+2066>@JoeBiden<U+2069> and <U+2066>@KamalaHarris<U+2069> <U+0001F1FA><U+0001F1F8><U+0001F631>

#USA #USA #USA !!!¡­ https://t.co/GR3RoGp2oh",FALSE,0,NA,2020-09-29 23:59:58,TRUE,NA,"1311093394370752512",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","USAaboveparty",0,FALSE,FALSE,NA,NA
"2","@AllisonBJanney I cannot WAIT to vote for #BidenHarris2020!",FALSE,0,"AllisonBJanney",2020-09-29 23:59:58,FALSE,"1311088807698075649","1311093391313326086","123015364","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","JoeNewberry",0,FALSE,FALSE,NA,NA
"3","@toddstarnes @JoeBiden @KXEL1540 What word? What street? You¡¯re a freakin liar. This is a pathetic attempt to defle¡­ https://t.co/NLAPqbPcVT",FALSE,4,"toddstarnes",2020-09-29 23:59:54,TRUE,"1310964873271148546","1311093376218009606","15515169","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","NoChristie16",2,FALSE,FALSE,NA,NA
"4","@KamalaHarris @JoeBiden Good Luck, Joe! #RidenWithBiden #BidenHarris2020 #KHive https://t.co/BRXSC9WmzB",FALSE,1,"KamalaHarris",2020-09-29 23:59:52,FALSE,"1311087116198305792","1311093369117048832","30354991","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","maryangelafitz",0,FALSE,FALSE,NA,NA
"5","As this is my first time being able to vote in election, I¡¯m super interested to watch the #PresidentialDebate2020! #BidenHarris2020",FALSE,0,NA,2020-09-29 23:59:52,FALSE,NA,"1311093366084587520",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","wayaminut",0,FALSE,FALSE,NA,NA
"6","Biden's campaign team of Illinois have to work harder to achieve the Biden's goal. Vote #NOW. Vote like your Life d¡­ https://t.co/NAktWXpZKq",FALSE,2,NA,2020-09-29 23:59:50,TRUE,NA,"1311093358836809729",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","514darkcholate",1,FALSE,FALSE,NA,NA
"7","If only @MarkRuffalo could moderate the debate tonight. #BidenHarris2020 https://t.co/VLUOE3OdgD",FALSE,0,NA,2020-09-29 23:59:49,FALSE,NA,"1311093354093051905",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","matthewgorsuch",0,FALSE,FALSE,NA,NA
"8","@JohnCornyn @sandibachom This is pure desperation. Why? #BidenHarris2020",FALSE,0,"JohnCornyn",2020-09-29 23:59:48,FALSE,"1310728593828450304","1311093352574709767","13218102","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","bluezy58",0,FALSE,FALSE,NA,NA
"9","Well done sir. @JoeBiden #BidenHarris2020 https://t.co/0qZgK4VHod",FALSE,1,NA,2020-09-29 23:59:48,FALSE,NA,"1311093351689707521",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","willeyal",1,FALSE,FALSE,NA,NA
"10","@JoeBiden Damn that ice cream sounds so good.  Good luck Joe.  <U+0001F368> #BidenHarris2020",FALSE,0,"JoeBiden",2020-09-29 23:59:48,FALSE,"1311084592338735104","1311093350657929216","939091","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SamSofiMama",0,FALSE,FALSE,NA,NA
"11","@KamalaHarris @JoeBiden Dominate and Annihilate trump, Joe aka 46 <U+0001F1FA><U+0001F1F2> #BidenHarris2020 #WinningTeam¡­ https://t.co/KM4fOmxK3y",FALSE,0,"KamalaHarris",2020-09-29 23:59:47,TRUE,"1311087116198305792","1311093347646410753","30354991","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Newton369T",2,FALSE,FALSE,NA,NA
"12","Go Joe! Kick some orange backside #BidenHarris2020 https://t.co/cTjhtD7LeT",FALSE,24,NA,2020-09-29 23:59:43,FALSE,NA,"1311093331632500738",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","ny2ks",9,FALSE,FALSE,NA,NA
"13","Get ready everyone!! #2020debate #BidenHarris2020 https://t.co/zMtUmZqqBL",FALSE,0,NA,2020-09-29 23:59:43,FALSE,NA,"1311093329342365697",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","roxysdp12",0,FALSE,FALSE,NA,NA
"14","@DollyParton You and so many others were fortunate to live in her time

Thank you too for your music¡­ https://t.co/E7XYtPpypp",FALSE,0,"DollyParton",2020-09-29 23:59:36,TRUE,"1307402860431388673","1311093300212899840","14790966","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KrisSnidal",0,FALSE,FALSE,NA,NA
"15","This is the hardest I¡¯ve ever laughed at Biden...and it¡¯s intentional this time! #BidenHarris2020 https://t.co/kco3iaN6kT",FALSE,0,NA,2020-09-29 23:59:34,FALSE,NA,"1311093294110330880",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MajideDan",0,FALSE,FALSE,NA,NA
"16","@JoeBiden <U+0001F923> Joe <U+0001F917> Good one. Ok so being veganism would save the planet I wish that were plant-based ice-cream but I¡­ https://t.co/AlfuA267c5",FALSE,1,"JoeBiden",2020-09-29 23:59:34,TRUE,"1311084592338735104","1311093291975421953","939091","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","VPetalu3",0,FALSE,FALSE,NA,NA
"17","Let's get ready to RRRRUUUUUUUMBLE! <U+0001F4A5> #Debates2020 #DebateTuesday #BidenHarris2020 https://t.co/MUWyM7mzIL",FALSE,0,NA,2020-09-29 23:59:31,FALSE,NA,"1311093280302657536",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","missgelly83",0,FALSE,FALSE,NA,NA
"18","@DoYouEvenLif @JoeBiden I did too!! #BidenHarris2020",FALSE,0,"DoYouEvenLif",2020-09-29 23:59:28,FALSE,"1310718819753746433","1311093268088840192","780546876391067648","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","FeldsteinSue",0,FALSE,FALSE,NA,NA
