"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1","Finally on the media: FBI conducting criminal investigation into Hunter Biden and associates days ahead of 2020 ele¡­ https://t.co/UfPdKcLLin",FALSE,1,NA,2020-10-29 23:59:33,TRUE,NA,"1321964924470464512",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","genepy1",1,FALSE,FALSE,NA,NA
"2","#JoeBiden is Lost #Elections2020  #VOTE #TrumpPence2020 
https://t.co/zC4O8Y7Qw7 via @YouTube",FALSE,0,NA,2020-10-29 23:57:32,FALSE,NA,"1321964415177101314",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","MNMom4Trump",0,FALSE,FALSE,NA,NA
"3","The left would have you to believe that the black community hates Trump. They would also have you believe that no o¡­ https://t.co/WaTq0Rp1Bj",FALSE,0,NA,2020-10-29 23:57:25,TRUE,NA,"1321964388031565825",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","washedclean2006",0,FALSE,FALSE,NA,NA
"4","<U+0001F1FA><U+0001F1F8> POLL, Presidential Race for Michigan by the Trafalgar Group ..... Donald Trump (R) 49.1%, Joe Biden (D) 46.6%. ~¡­ https://t.co/Fny1wFXdP7",FALSE,8,NA,2020-10-29 23:56:39,TRUE,NA,"1321964192627257349",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Red_N_Right",1,FALSE,FALSE,NA,NA
"5","Definitely a #ChumpforTrump #Chumps4Trump #Trump2020 #TrumpPence2020 #KAG #VoteRedToSaveAmerica2020 https://t.co/zkWbWKFHpo",FALSE,1,NA,2020-10-29 23:56:03,FALSE,NA,"1321964042186117122",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SJDolbs",0,FALSE,FALSE,NA,NA
"6","@RepVernonJones speaking facts!!! 
#DonothingJoe #FactCheck #Trump2020 #Election2020 #TrumpPence2020 
#Bidenisafraud https://t.co/L8VcA7khdr",FALSE,0,"RepVernonJones",2020-10-29 23:55:08,FALSE,NA,"1321963812619132929","900021957424447488","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JoshwmlL",1,FALSE,FALSE,NA,NA
"7","https://t.co/SxV1GPLWJ2 This is what Biden's America would look like
#Democrats #Bozo #life #TrumpPence2020 #trump¡­ https://t.co/Fdf65zpFKZ",FALSE,0,NA,2020-10-29 23:55:07,TRUE,NA,"1321963806491377667",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DwarfAir",0,FALSE,FALSE,NA,NA
"8","Vote #TrumpPence2020 to save America &amp; a future our children can look forward to. We cannot allow the Democrats to¡­ https://t.co/S87Qgcv3ZE",FALSE,2,NA,2020-10-29 23:54:41,TRUE,NA,"1321963700073488389",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","clw4usa",2,FALSE,FALSE,NA,NA
"9","Real plans for real results. That's what you get with President Donald J. Trump.

#TrumpPence2020 https://t.co/Mb7Bx9rqpg",FALSE,0,NA,2020-10-29 23:49:31,FALSE,NA,"1321962399310749696",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","rolliby",0,FALSE,FALSE,NA,NA
"10","I don't agree with Iowa Corn on many things but this is one decision I applaud. #TrumpPence2020 #IowaAg

https://t.co/BHnursvUM0",FALSE,0,NA,2020-10-29 23:47:55,FALSE,NA,"1321961994807922689",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","IowaHeather",0,FALSE,FALSE,NA,NA
